dz_2021_code,age_0_years,age_1_year,age_2_years,age_3_years,age_4_years,age_5_years,age_6_years,age_7_years,age_8_years,age_9_years,age_10_years,age_11_years,age_12_years,age_13_years,age_14_years,age_15_years,age_16_years,age_17_years,age_18_years,age_19_years,age_20_years,age_21_years,age_22_years,age_23_years,age_24_years,age_25_years,age_26_years,age_27_years,age_28_years,age_29_years,age_30_years,age_31_years,age_32_years,age_33_years,age_34_years,age_35_years,age_36_years,age_37_years,age_38_years,age_39_years,age_40_years,age_41_years,age_42_years,age_43_years,age_44_years,age_45_years,age_46_years,age_47_years,age_48_years,age_49_years,age_50_years,age_51_years,age_52_years,age_53_years,age_54_years,age_55_years,age_56_years,age_57_years,age_58_years,age_59_years,age_60_years,age_61_years,age_62_years,age_63_years,age_64_years,age_65_years,age_66_years,age_67_years,age_68_years,age_69_years,age_70_years,age_71_years,age_72_years,age_73_years,age_74_years,age_75_years,age_76_years,age_77_years,age_78_years,age_79_years,age_80_years,age_81_years,age_82_years,age_83_years,age_84_years,age_85_years
N20000532,4,3,0,4,1,3,1,0,3,2,0,0,1,1,1,0,4,2,2,2,1,4,0,8,3,4,5,3,4,6,3,5,2,1,3,3,2,6,2,3,2,2,3,2,3,1,6,5,2,3,2,6,6,4,13,4,3,8,5,8,5,7,2,7,0,2,2,2,1,0,1,4,3,2,4,2,2,3,2,1,3,3,5,1,1,6
N20000533,2,7,2,4,4,4,1,3,1,0,4,5,4,3,4,4,1,5,0,1,3,1,0,0,2,4,2,6,5,5,4,10,4,7,5,6,5,3,3,3,6,4,5,4,3,6,4,3,4,5,3,2,9,6,5,2,3,8,6,3,6,5,3,4,3,2,3,4,6,7,2,6,7,2,4,5,6,4,7,3,5,1,2,0,2,10
N20000534,10,3,7,6,12,3,6,2,9,9,3,6,2,3,2,3,6,7,2,3,3,4,8,5,7,8,11,10,11,5,12,9,5,5,6,5,5,3,3,6,1,6,4,3,6,3,5,3,4,8,2,2,4,3,5,4,4,3,3,3,2,3,3,1,6,2,6,3,5,2,0,2,1,0,0,1,1,4,2,2,2,2,4,3,2,18
N20000535,15,7,10,10,10,5,7,9,8,8,9,4,12,8,8,6,10,4,8,5,6,5,3,6,12,12,4,7,13,12,7,7,11,11,11,8,5,4,10,9,15,7,9,6,5,6,10,6,11,8,3,8,6,4,3,5,1,4,1,3,6,1,1,2,3,4,2,2,2,1,1,1,0,2,0,1,1,1,0,0,0,0,1,0,0,2
N20000536,5,14,10,15,9,9,8,16,14,6,13,17,15,14,17,14,12,11,19,5,11,3,11,14,14,12,8,15,11,18,19,15,13,10,12,12,4,12,12,15,13,11,11,7,9,14,10,13,10,14,12,10,17,18,11,12,9,11,6,4,4,8,5,6,3,3,5,3,3,2,5,6,5,2,0,2,6,3,0,2,3,6,16,7,2,35
N20000537,6,7,6,1,4,5,5,2,2,5,7,5,6,6,0,7,6,3,5,7,4,4,5,6,2,6,9,2,7,7,6,4,12,10,5,5,6,8,12,3,5,7,4,3,6,8,4,6,9,5,5,5,3,8,6,10,8,3,11,5,2,4,11,4,10,6,5,4,6,4,4,11,4,3,4,3,7,8,11,5,7,3,3,5,3,18
N20000538,15,17,10,17,13,16,15,17,13,7,13,14,9,10,16,12,12,6,9,9,7,11,4,9,9,13,6,7,14,13,13,10,8,14,19,17,12,14,5,14,7,11,5,9,9,9,6,14,10,12,13,10,8,10,13,7,9,9,2,9,5,1,4,2,2,1,0,3,3,3,1,1,1,2,2,0,0,1,0,0,0,1,4,0,1,1
N20000539,8,5,5,5,8,8,12,5,7,5,4,7,4,6,9,4,3,8,3,3,2,3,2,2,6,6,7,6,6,6,13,8,4,7,8,8,7,5,7,8,6,2,4,1,2,1,0,5,4,5,3,5,3,6,8,5,4,9,7,5,3,5,7,6,6,3,2,2,2,2,3,1,1,6,3,2,6,3,8,6,6,5,5,6,5,10
N20000540,4,3,4,6,5,8,6,8,10,6,9,7,6,9,8,7,3,4,7,6,1,6,6,12,7,4,3,6,7,11,10,4,5,5,3,8,3,7,6,5,7,7,4,3,4,4,4,9,8,5,8,8,2,9,5,5,5,8,3,7,9,2,4,9,1,5,5,3,1,2,2,2,2,2,3,3,3,4,2,3,4,1,4,3,8,10
N20000541,7,3,2,11,4,5,3,5,8,3,11,1,1,6,5,7,7,2,6,2,3,6,6,6,10,13,4,8,2,8,7,11,6,5,3,7,7,4,5,2,6,3,2,12,7,3,2,5,5,8,11,10,14,3,13,6,8,6,6,8,5,10,6,2,5,5,7,4,5,4,3,4,5,7,11,9,8,3,5,2,7,2,1,0,0,5
N20000542,6,5,4,3,3,7,4,2,6,4,3,5,12,5,4,7,3,5,4,3,1,5,6,3,8,9,6,3,5,7,8,3,9,9,10,8,11,4,5,8,7,6,9,3,4,9,8,3,8,6,10,10,7,9,10,7,10,6,2,6,4,7,2,8,5,6,6,1,5,6,11,7,1,10,3,6,4,6,5,3,3,4,1,6,2,10
N20000543,12,4,6,6,9,6,9,4,14,7,13,6,7,11,11,12,9,9,9,5,7,5,6,8,7,10,8,4,8,8,10,6,7,7,5,6,8,8,6,8,6,6,8,5,5,3,3,2,6,9,1,6,6,9,14,11,7,10,3,6,8,7,6,5,2,8,0,4,3,3,1,2,2,0,2,1,2,3,2,3,0,2,0,0,2,6
N20000544,7,5,5,1,9,5,4,9,6,8,6,8,12,2,4,6,11,7,6,6,3,6,5,6,2,9,1,6,5,8,10,3,3,8,11,3,4,9,4,6,5,9,6,4,8,5,8,7,8,6,15,11,6,6,5,13,5,5,8,7,4,9,8,7,12,10,9,7,7,10,5,4,3,4,2,7,7,5,3,6,3,5,4,3,1,9
N20000545,1,7,3,1,9,3,6,4,3,6,6,2,6,10,7,7,7,4,7,4,0,7,5,4,4,4,7,6,5,3,8,6,4,3,3,5,3,8,10,4,6,8,5,8,7,7,9,4,8,8,6,4,5,9,8,5,5,2,3,5,11,4,6,4,8,1,5,7,12,4,3,6,8,5,4,4,6,3,4,2,2,5,4,1,2,2
N20000546,3,1,5,5,3,2,3,1,5,4,4,2,3,5,7,1,5,1,2,1,1,5,7,3,4,2,6,4,2,3,3,1,6,7,3,4,2,2,4,2,2,5,5,1,3,4,3,8,6,3,6,7,3,4,6,5,4,4,3,5,3,7,3,4,2,4,0,3,2,5,3,3,1,4,4,2,1,1,5,0,0,4,2,3,3,9
N20000547,4,7,6,9,4,5,12,11,7,10,4,6,3,9,9,9,9,5,2,3,7,6,2,5,3,6,6,4,2,8,8,6,7,6,15,8,5,8,5,11,4,4,8,7,7,8,6,4,10,4,9,6,8,6,7,5,10,7,6,3,5,5,0,5,4,8,2,3,3,3,5,5,7,4,4,11,6,9,4,5,2,4,8,3,4,38
N20000548,4,5,5,5,1,5,6,4,7,8,10,6,5,4,5,4,4,7,4,5,0,9,7,3,5,6,7,8,9,7,6,6,8,9,7,8,4,6,7,7,1,8,7,2,9,8,4,7,5,5,9,6,8,10,11,7,5,5,7,6,5,7,1,8,6,2,2,3,5,5,6,3,6,5,6,6,10,9,5,10,2,1,2,3,2,12
N20000549,6,5,4,4,10,8,6,8,7,4,13,2,10,13,6,6,5,11,3,2,4,8,6,4,4,7,5,7,6,8,5,5,7,10,3,13,15,4,12,3,9,10,5,7,9,4,9,3,6,5,13,6,9,6,9,10,5,6,10,7,10,9,10,7,6,7,6,9,9,4,11,5,8,8,10,14,12,11,11,7,6,4,7,5,5,22
N20000550,4,11,9,10,6,9,9,10,13,10,11,7,16,8,8,8,5,7,6,6,4,3,2,7,9,7,10,13,10,18,8,7,7,15,8,8,7,7,13,9,11,9,11,5,9,9,7,11,6,9,5,6,4,2,3,5,4,2,6,4,2,2,1,1,1,3,1,0,0,2,0,0,3,2,2,1,1,0,0,2,0,0,0,0,0,1
N20000551,6,3,2,2,6,7,6,8,6,7,9,8,7,11,8,5,5,5,2,7,5,10,7,6,9,12,4,7,3,0,1,5,7,3,3,3,4,6,10,11,13,5,6,6,7,8,4,4,9,10,5,8,9,7,15,11,9,7,11,9,7,13,10,5,12,7,5,12,13,9,12,18,12,15,6,5,11,10,9,1,3,6,5,4,4,18
N20000552,8,13,8,7,14,6,13,12,11,6,7,8,8,5,6,6,10,6,2,5,2,4,0,8,3,8,7,15,2,9,11,13,16,8,9,6,14,7,11,10,13,13,7,7,6,7,5,8,7,4,6,8,5,3,5,10,17,8,10,10,14,13,5,6,4,10,5,4,9,5,4,4,6,5,1,4,2,5,3,3,5,1,2,4,6,11
N20000553,19,7,7,12,10,8,9,18,11,6,11,12,10,9,5,7,7,1,6,3,2,7,10,4,10,11,14,13,12,15,25,25,9,10,13,9,13,14,6,16,9,16,12,9,9,9,4,6,10,5,10,6,9,10,6,8,9,9,7,8,7,5,7,3,9,5,5,5,4,3,5,6,2,10,4,3,4,2,3,4,5,4,2,1,2,13
N20000554,8,10,8,11,11,9,9,10,9,8,5,4,5,6,3,6,5,5,0,1,3,5,6,10,10,9,6,3,6,6,7,6,12,10,8,13,15,7,13,4,8,5,3,4,6,4,2,7,3,4,9,2,4,9,2,6,3,3,3,4,3,5,7,9,1,4,2,6,3,3,2,7,2,4,4,4,3,4,5,1,3,0,1,1,1,4
N20000555,2,7,5,7,6,7,5,10,7,6,7,5,5,7,6,8,7,11,5,5,8,2,7,12,5,6,5,7,8,8,3,9,8,4,6,3,5,8,9,5,8,2,8,3,5,1,9,4,11,13,7,3,5,9,7,7,9,6,3,11,5,4,4,6,1,7,5,7,2,3,3,5,3,5,2,10,6,11,6,7,3,3,5,0,4,8
N20000556,3,3,8,2,3,4,4,4,4,5,5,5,7,0,3,4,1,3,1,1,1,6,2,2,4,3,6,9,7,6,7,4,4,2,6,2,5,7,3,5,5,3,7,6,4,2,6,2,4,6,8,9,6,3,4,5,8,3,4,6,1,5,3,5,1,2,2,4,3,4,3,5,4,2,1,1,0,0,6,2,0,1,1,0,3,3
N20000557,2,1,6,1,3,1,4,3,5,4,3,5,6,6,8,6,6,8,6,1,2,3,7,5,6,5,4,6,4,4,5,0,6,1,5,0,5,4,1,5,3,5,6,5,3,4,3,7,9,7,12,12,9,7,9,10,6,7,6,10,15,7,14,7,3,9,6,5,4,6,7,1,9,1,6,3,5,2,8,4,2,6,1,0,0,7
N20000558,10,10,18,10,17,11,14,21,13,13,9,12,6,15,12,8,7,6,6,5,5,2,6,6,5,11,5,9,6,10,12,7,17,18,9,12,11,15,15,10,9,17,20,10,13,11,7,13,7,7,11,10,5,3,7,9,10,7,9,8,8,9,9,6,6,3,4,7,4,4,5,5,1,5,4,5,3,3,1,1,2,3,0,4,2,7
N20000559,3,0,2,4,4,9,2,6,2,11,5,8,5,9,6,11,6,4,6,2,5,4,8,8,4,4,3,5,2,6,2,3,0,4,8,5,2,8,3,1,3,3,4,6,5,9,4,8,7,6,6,11,13,7,10,9,8,9,12,8,9,8,3,6,7,5,6,5,1,8,3,7,8,3,4,2,8,6,2,3,2,2,1,0,5,6
N20000560,3,4,4,5,2,6,1,3,2,5,4,1,5,5,2,2,5,7,3,4,2,3,2,5,0,2,2,5,4,2,2,5,2,5,5,6,3,2,3,1,5,3,6,3,1,4,5,4,7,10,6,8,9,10,6,8,5,8,3,10,1,3,3,4,0,3,2,2,2,1,4,2,0,4,3,3,5,3,4,2,0,4,0,2,1,5
N20000561,8,16,13,12,9,14,11,9,17,8,6,15,10,14,10,10,12,10,7,4,3,8,10,5,12,5,7,7,8,9,6,13,15,11,10,15,18,11,12,12,16,10,9,10,11,12,11,12,12,16,14,11,14,11,4,12,5,3,10,8,6,9,4,3,9,4,9,4,9,5,6,10,5,9,7,5,4,5,6,4,6,5,8,3,2,7
N20000562,4,3,1,8,6,3,7,4,2,7,5,5,3,5,5,7,7,7,8,2,3,4,5,9,10,7,6,3,3,5,6,2,3,5,2,5,3,3,5,5,3,6,9,2,2,2,8,6,7,8,9,7,6,14,12,5,7,7,8,8,7,6,8,4,8,6,7,4,3,4,3,3,5,4,3,4,4,1,5,1,2,2,0,3,0,8
N20000563,4,6,8,10,7,8,6,4,13,7,11,10,7,13,9,7,9,10,13,7,8,8,3,7,5,8,2,7,5,3,7,8,6,4,6,11,6,3,11,6,9,6,12,8,8,13,7,12,11,11,14,10,6,12,10,10,5,18,11,8,11,9,11,7,9,7,8,7,8,7,5,11,11,8,11,5,7,10,5,6,4,4,4,5,7,17
N20000564,5,14,4,11,11,7,5,6,13,6,6,12,11,6,11,12,10,7,5,9,9,8,5,2,4,5,9,13,10,5,16,16,9,16,10,9,6,10,7,9,12,9,7,4,10,9,13,9,8,12,10,11,7,8,6,2,5,2,3,3,3,5,2,2,2,2,1,4,2,4,2,2,5,1,0,0,1,2,3,0,2,1,0,1,1,8
N20000565,12,4,9,3,8,7,15,10,7,5,2,7,10,3,8,8,9,8,8,2,9,7,4,6,5,5,11,4,8,5,8,6,10,9,9,8,10,5,9,9,5,13,8,7,6,4,10,10,5,7,10,8,11,8,3,6,11,10,8,8,7,9,2,8,5,4,7,9,1,4,3,3,6,4,4,3,1,3,5,6,5,3,3,4,1,14
N20000566,4,5,5,6,7,15,9,14,12,12,7,9,12,7,5,4,12,2,11,7,1,3,5,3,5,5,5,11,9,2,10,6,10,6,14,14,10,3,4,3,4,7,5,3,5,6,3,5,6,10,9,6,11,7,7,7,8,5,4,3,6,1,6,3,5,2,0,3,5,0,4,4,2,7,8,0,5,1,4,1,0,1,3,0,4,7
N20000567,15,11,11,7,11,8,4,13,9,8,12,9,12,11,11,11,13,6,9,7,7,10,7,9,5,16,5,7,9,10,12,7,10,8,11,1,6,4,11,10,11,6,8,10,14,12,8,9,12,8,11,14,5,10,4,5,10,11,11,9,10,5,8,10,6,8,6,4,6,2,4,8,3,5,2,8,2,5,4,1,5,1,2,3,3,11
N20000568,6,10,12,11,13,13,14,9,11,9,1,9,10,9,7,5,4,4,2,4,2,3,1,1,5,9,7,20,12,12,7,14,16,11,14,8,12,10,11,15,9,7,12,11,9,12,6,3,4,9,3,4,7,5,2,6,5,3,3,3,1,4,2,4,1,1,2,4,1,0,0,0,5,2,5,4,7,4,0,4,2,1,1,1,2,2
N20000569,2,15,5,9,5,8,7,6,4,8,4,10,8,10,14,9,9,9,11,5,6,10,10,7,6,4,8,10,8,0,10,7,4,8,8,7,11,11,3,7,8,9,7,6,10,5,12,16,7,9,7,7,8,8,14,11,10,8,6,10,10,13,12,13,10,6,5,8,9,7,8,9,8,6,5,5,6,11,4,1,6,8,5,6,0,19
N20000570,2,0,4,5,3,9,7,7,9,4,7,2,10,2,2,7,1,3,11,2,4,1,4,3,8,1,6,2,6,8,7,7,7,3,11,7,10,4,5,6,6,7,8,4,7,2,3,12,4,4,4,9,5,12,3,6,7,5,5,8,1,3,3,3,4,2,7,3,3,5,1,7,8,4,4,4,3,7,5,4,3,4,3,1,5,11
N20000571,9,6,8,11,7,13,2,6,8,7,8,5,10,11,7,10,8,7,8,6,5,6,9,9,11,9,8,7,10,11,4,10,7,10,7,11,7,7,11,6,7,4,6,9,8,9,5,12,8,14,20,14,15,13,5,5,9,6,8,11,8,7,9,16,4,2,3,5,4,2,3,1,3,2,1,1,2,6,3,4,4,5,3,0,2,9
N20000572,10,14,7,10,10,14,5,13,16,16,11,14,12,8,9,14,9,5,6,11,3,4,8,6,10,9,16,15,20,14,15,14,18,12,9,12,9,5,7,8,12,15,13,10,8,8,14,8,8,18,16,7,8,11,10,11,8,9,13,7,7,5,6,5,5,4,6,0,4,5,2,4,5,4,3,6,5,3,3,2,1,2,0,0,3,3
N20000573,11,9,12,9,12,6,6,12,9,13,12,11,11,7,15,7,11,16,10,9,6,5,6,7,12,6,15,11,10,9,12,11,8,7,12,13,11,12,12,11,15,14,15,12,15,19,12,13,11,7,7,12,14,8,12,3,7,9,11,3,5,8,2,4,5,3,5,3,8,7,6,2,6,6,3,3,2,2,3,3,1,2,2,3,2,9
N20000574,11,5,6,5,9,12,8,7,9,9,5,10,11,2,3,10,10,6,8,2,6,10,10,12,7,7,8,9,11,11,11,8,7,9,12,9,3,15,6,12,8,9,4,5,4,12,7,8,16,10,16,12,11,12,10,11,16,9,4,4,12,8,12,3,10,5,7,10,6,6,7,6,4,12,10,6,10,8,4,5,4,6,2,6,4,36
N20000575,2,6,8,2,8,6,4,11,8,7,7,3,9,7,4,13,6,6,10,6,7,4,10,7,8,10,4,12,14,8,9,12,4,9,14,7,14,6,6,0,7,6,8,12,15,8,3,5,8,10,10,9,8,16,9,21,16,14,12,8,11,7,5,4,1,6,1,0,4,4,0,5,3,6,4,4,3,3,0,2,3,0,2,1,3,7
N20000576,9,3,3,6,5,6,6,3,13,10,8,16,10,10,9,13,12,18,11,11,13,4,5,5,5,10,4,6,6,6,3,11,8,7,15,3,7,6,9,7,6,7,3,10,12,12,10,16,18,12,14,19,14,13,18,12,10,7,7,4,9,2,4,4,4,3,1,3,3,1,2,1,1,1,3,0,0,3,2,1,0,0,1,1,0,2
N20000577,8,11,7,5,5,5,3,5,8,10,13,7,8,12,5,8,5,6,8,7,4,7,3,5,1,8,6,6,7,7,7,5,10,6,8,9,3,6,8,7,8,4,6,4,15,7,6,13,5,12,9,9,9,6,3,7,8,8,10,4,7,7,5,3,6,4,3,2,3,0,0,1,3,2,3,2,0,0,2,1,3,1,0,0,0,9
N20000578,6,4,3,6,5,7,6,7,5,3,2,2,6,9,5,9,7,10,4,2,4,9,5,0,7,6,8,3,2,4,2,3,6,6,6,7,9,8,6,8,16,7,8,10,10,9,4,12,6,7,8,12,12,7,9,7,14,14,4,8,10,4,9,2,10,6,7,4,8,6,8,6,7,9,10,14,7,7,9,8,9,4,5,10,12,13
N20000579,5,7,5,5,6,7,10,6,7,8,8,6,8,6,8,7,14,11,11,3,5,7,8,12,6,6,4,4,4,5,4,4,7,9,9,7,7,3,7,4,6,10,6,6,9,3,2,6,15,10,6,11,9,11,15,6,11,8,13,17,12,8,7,7,15,5,5,3,10,9,4,9,3,5,4,5,9,6,6,2,3,4,3,4,0,12
N20000580,8,4,8,7,8,15,11,11,11,9,13,11,7,13,12,9,7,9,12,1,8,6,11,11,13,12,7,7,6,6,7,5,10,12,6,6,5,7,9,9,12,12,10,8,10,7,15,10,12,11,13,15,12,14,8,14,12,16,9,6,13,11,16,9,9,7,13,9,6,18,11,11,7,12,9,11,7,7,5,1,5,1,1,5,2,11
N20000581,10,10,7,3,8,7,7,7,7,8,11,6,7,5,4,3,6,4,6,3,3,1,3,5,13,9,12,6,13,7,12,9,7,11,6,8,10,4,8,8,5,7,6,2,3,5,8,4,5,10,6,2,4,6,4,3,4,8,4,5,5,2,3,4,3,4,2,1,1,1,2,2,4,0,0,3,1,1,0,0,0,0,1,0,0,0
N20000582,2,9,4,7,9,9,12,7,13,8,10,20,10,12,13,8,9,10,9,9,1,6,7,5,6,3,5,8,5,3,6,0,7,8,8,8,12,8,11,6,12,7,7,4,10,10,9,13,14,12,11,10,9,13,10,6,10,9,5,9,10,11,13,8,8,7,10,8,8,2,7,5,7,1,4,1,8,6,4,5,0,3,1,3,3,11
N20000583,1,4,9,1,4,2,7,4,7,5,5,7,7,9,4,11,7,8,9,5,4,3,6,4,5,4,1,5,4,3,5,5,2,8,6,9,5,5,3,8,4,6,4,6,11,5,10,5,10,6,13,5,8,7,9,6,5,7,8,9,6,3,7,14,13,13,8,8,6,3,5,12,3,3,5,4,8,6,1,4,5,9,2,4,1,8
N20000584,12,7,9,14,14,13,19,7,10,14,10,12,14,10,10,7,5,12,2,5,3,8,7,6,5,5,15,11,11,18,10,11,17,12,19,11,16,15,6,11,16,13,9,12,5,15,10,6,11,10,11,10,9,9,10,9,6,9,4,2,5,11,5,5,4,2,6,6,2,2,2,3,1,6,1,4,1,0,1,3,3,0,0,1,0,3
N20000585,4,5,3,5,4,9,6,5,6,5,6,14,4,5,5,6,5,12,5,9,0,5,5,3,2,2,4,4,5,5,3,4,6,2,2,3,5,6,9,7,4,5,8,2,5,3,4,3,5,4,5,4,7,8,8,8,7,3,8,7,7,16,9,10,10,8,8,6,5,3,7,5,5,5,2,6,5,4,3,2,2,3,3,4,3,21
N20000586,0,3,1,2,4,6,4,3,10,5,7,12,8,6,6,9,7,7,8,6,7,7,10,5,7,2,9,4,1,1,7,4,1,2,6,2,5,4,10,3,7,11,5,7,3,4,8,3,7,19,12,12,9,10,9,5,10,7,11,6,10,7,12,12,7,10,8,6,3,9,6,9,7,7,5,7,7,7,1,0,3,5,2,6,2,11
N20000587,6,11,9,10,9,10,19,15,8,16,16,8,16,10,10,8,16,11,4,4,5,6,12,12,6,10,2,15,3,6,6,5,11,13,9,14,15,7,16,5,13,12,9,13,6,12,8,7,14,19,14,11,14,11,9,6,7,10,15,1,6,4,12,8,6,5,10,6,9,2,6,6,4,2,4,6,7,7,3,7,1,3,3,3,2,7
N20000588,7,6,3,4,4,4,10,10,8,11,8,9,8,9,8,5,9,8,7,4,4,7,9,5,3,4,4,6,5,4,3,6,7,2,9,5,5,3,6,5,14,7,5,9,6,6,13,9,10,12,13,6,14,6,8,12,9,7,5,10,6,10,7,4,7,3,7,8,4,4,10,7,7,2,7,0,4,2,4,6,2,7,0,0,1,10
N20000589,7,6,5,8,11,5,7,9,5,9,7,9,7,4,5,3,7,2,8,3,4,5,7,7,9,5,7,5,4,7,6,6,7,3,10,7,5,3,6,10,11,4,6,4,2,2,4,6,10,6,8,1,9,3,5,7,4,5,9,11,11,12,4,8,3,4,7,4,3,2,1,0,3,2,1,1,6,2,1,4,2,1,1,2,1,3
N20000590,2,5,5,6,3,5,5,5,9,4,4,6,7,9,9,6,10,15,7,5,4,5,6,8,3,6,4,4,5,4,2,1,3,4,4,4,4,1,7,6,6,5,6,6,3,6,5,2,4,6,8,19,6,10,12,9,9,6,11,6,6,5,6,2,6,4,7,0,3,4,9,3,2,5,5,2,4,5,2,3,0,0,1,2,2,7
N20000591,6,2,4,6,6,7,11,9,4,9,9,3,6,5,3,3,10,10,9,6,4,6,5,6,5,7,2,2,3,3,3,5,4,8,3,6,7,5,3,8,6,6,5,6,2,8,4,6,9,8,6,3,6,10,4,11,6,2,3,5,4,0,7,4,6,5,6,5,6,10,5,3,2,5,6,4,4,4,4,3,3,1,3,7,0,6
N20000592,11,14,11,12,10,13,11,12,10,11,11,12,8,7,10,9,12,3,8,11,7,1,4,4,6,6,4,5,5,4,1,12,6,9,9,12,15,10,10,7,12,10,8,5,5,7,9,9,7,9,13,11,6,15,7,2,10,11,13,10,7,11,3,11,5,3,5,2,8,6,8,4,5,5,7,1,3,5,5,6,5,7,1,1,4,10
N20000593,8,6,7,10,1,7,11,7,12,6,11,14,13,13,9,9,7,9,7,4,4,3,6,8,6,5,7,6,1,3,3,5,10,6,3,4,6,7,6,5,11,16,8,7,7,6,9,7,11,9,11,16,15,10,7,5,7,12,5,3,4,7,10,8,2,9,8,11,5,6,9,5,9,4,5,4,2,8,4,0,5,2,3,4,3,9
N20000594,1,1,3,3,7,11,8,4,7,4,11,11,5,8,7,11,8,8,6,5,5,2,1,2,3,1,3,5,2,3,0,1,3,6,2,1,7,3,6,5,4,7,5,9,5,9,5,12,6,10,7,5,3,8,4,5,9,5,4,3,7,5,8,5,3,4,7,2,6,7,4,3,3,6,2,4,3,1,4,2,1,0,0,1,0,5
N20000595,4,9,8,4,10,3,7,9,9,5,8,11,4,9,7,8,9,8,6,2,3,10,6,5,10,12,9,10,4,4,6,10,5,7,8,8,10,5,7,6,9,6,7,6,5,3,11,12,8,8,3,13,7,7,19,6,10,12,11,8,9,14,6,9,6,9,6,6,4,7,7,2,6,4,4,7,6,7,9,0,7,3,2,6,8,9
N20000596,3,8,5,7,5,6,11,4,14,6,4,8,2,2,2,9,6,5,4,7,1,3,3,2,4,6,2,8,3,16,6,8,3,4,6,5,12,7,6,11,8,14,8,2,8,3,10,5,2,5,10,7,2,3,7,11,6,8,5,6,9,0,1,5,3,5,4,7,5,7,3,3,5,2,1,2,3,1,3,3,3,0,2,1,3,9
N20000597,7,6,13,12,4,10,10,8,11,10,8,6,6,9,1,2,4,2,0,3,2,1,3,5,2,1,4,3,6,7,3,2,7,7,8,8,9,9,4,15,7,9,7,11,3,5,7,5,3,2,1,3,3,4,2,4,1,2,2,1,2,2,2,0,2,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N20000598,6,4,4,2,5,4,2,4,8,10,3,8,8,4,3,9,8,2,5,11,2,9,4,5,5,2,4,5,4,0,7,6,4,8,3,4,10,7,5,9,4,6,9,10,3,2,5,9,1,12,7,3,4,5,6,9,10,7,8,4,9,11,7,7,6,6,10,2,7,14,7,11,7,8,1,8,3,8,6,2,1,3,1,1,1,16
N20000599,9,8,7,3,8,5,5,9,5,5,8,11,9,6,3,8,8,6,6,5,8,5,2,5,5,5,5,6,10,2,10,6,8,4,6,6,2,8,13,5,8,6,6,5,10,5,6,7,11,4,3,9,7,8,7,14,3,7,7,5,9,3,8,4,6,6,5,4,4,2,3,6,5,4,2,4,4,5,0,2,2,1,0,3,1,7
N20000600,9,7,8,12,10,10,11,12,7,14,11,12,8,7,12,9,13,9,9,4,5,7,6,8,6,8,12,7,5,4,7,12,7,7,11,6,9,13,9,12,11,7,9,10,9,7,7,10,10,11,7,2,2,4,5,2,5,6,7,4,3,4,7,2,2,3,2,2,2,1,4,2,4,0,3,0,1,0,3,1,1,0,1,0,0,2
N20000601,3,7,4,5,4,5,7,5,5,7,4,3,4,6,12,3,0,4,7,7,7,8,7,7,12,6,4,8,7,7,5,5,4,6,7,4,5,6,5,6,7,4,9,5,5,8,7,5,7,9,5,5,7,7,8,8,8,8,8,7,5,2,4,5,7,3,5,5,3,1,0,5,4,4,4,2,1,3,3,4,2,0,1,5,4,6
N20000602,3,3,5,9,8,7,8,7,2,2,10,4,8,4,6,4,5,4,3,6,5,6,7,4,4,6,6,6,6,10,4,5,7,6,8,4,3,11,8,2,11,8,6,5,2,6,5,5,9,8,10,5,5,8,6,9,11,10,7,6,6,10,7,3,7,5,3,5,2,3,6,4,6,5,4,3,5,4,4,1,1,1,1,2,1,10
N20000603,9,5,8,10,12,4,8,12,8,7,6,11,4,6,4,10,9,6,3,5,5,10,7,12,4,12,8,6,7,7,11,7,6,4,8,7,3,11,10,5,7,8,7,8,6,6,9,12,12,8,9,7,5,13,4,8,10,6,7,3,10,1,2,4,6,0,5,7,7,1,5,4,4,5,7,6,5,5,5,5,4,4,8,3,4,36
N20000604,1,0,5,3,5,5,4,1,7,3,0,2,2,1,2,3,2,1,2,1,2,0,2,0,2,2,2,2,1,3,1,4,0,2,2,5,7,2,3,2,1,3,3,4,3,1,3,3,3,3,0,4,4,1,5,1,3,4,6,8,3,4,5,2,7,3,4,4,3,6,4,6,6,6,4,7,4,8,7,7,10,6,6,4,6,7
N20000605,5,5,5,9,2,5,4,3,6,6,6,5,4,5,8,7,5,1,5,1,1,0,2,4,4,2,8,3,4,5,3,2,5,4,6,5,4,0,3,7,5,6,10,2,7,7,3,4,7,4,1,5,3,3,3,6,7,6,4,3,5,9,5,5,0,6,6,2,6,6,6,10,6,2,1,9,6,5,3,7,6,4,2,1,0,9
N20000606,1,1,8,2,3,5,3,2,3,3,5,5,4,3,8,4,3,10,3,4,2,2,6,4,5,4,5,5,4,3,6,2,3,3,4,2,8,4,4,3,6,10,10,4,2,2,2,1,4,7,4,6,5,6,7,1,5,5,6,7,3,11,7,10,3,9,1,6,6,3,10,7,5,7,2,4,3,6,6,2,8,6,0,2,2,9
N20000607,2,2,2,3,1,0,0,3,0,3,2,3,1,4,5,2,6,5,4,3,2,3,1,5,4,4,8,4,7,1,3,4,3,1,2,5,2,3,4,1,3,1,8,5,7,5,8,7,5,3,5,3,4,3,4,6,4,2,6,9,4,5,7,2,0,2,3,8,3,1,3,3,4,4,3,2,5,2,1,1,1,3,3,2,4,9
